owner_id,owner_username,shortcode,is_video,comments,likes,created_at,location,imageUrl,multiple_images
222674891,flamuruk,C38CtFsInih,False,26,2254,1709224213,,https://instagram.flba2-1.fna.fbcdn.net/v/t51.2885-15/430206572_3289191857891339_5234830869955734836_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.flba2-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=jcijq3gws5cAX-Tfs6N&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfDYYvVYrU6IO1Ym0iXQZt_Ajw41xl1jK07Sc3I8-SdSWg&oe=65E817B4&_nc_sid=8b3546,False
